scenario_id,scenario_kind,true_roots,missing_rate,false_alarm_count,trial,observed_alarm_count,global_predicted_roots,correlated_predicted_roots,global_root_recall,correlated_root_recall,global_exact_match,correlated_exact_match,true_service_count,predicted_service_count,service_recall,service_jaccard
independent-01,independent,access-02;access-07,0.0,0,0,2,access-02;access-07,access-02;access-07,1.0,1.0,1.0,1.0,2,2,1.0,1.0
independent-01,independent,access-02;access-07,0.0,0,1,2,access-02;access-07,access-02;access-07,1.0,1.0,1.0,1.0,2,2,1.0,1.0
independent-01,independent,access-02;access-07,0.0,0,2,2,access-02;access-07,access-02;access-07,1.0,1.0,1.0,1.0,2,2,1.0,1.0
independent-01,independent,access-02;access-07,0.0,0,3,2,access-02;access-07,access-02;access-07,1.0,1.0,1.0,1.0,2,2,1.0,1.0
independent-01,independent,access-02;access-07,0.0,0,4,2,access-02;access-07,access-02;access-07,1.0,1.0,1.0,1.0,2,2,1.0,1.0
independent-01,independent,access-02;access-07,0.0,0,5,2,access-02;access-07,access-02;access-07,1.0,1.0,1.0,1.0,2,2,1.0,1.0
independent-01,independent,access-02;access-07,0.0,0,6,2,access-02;access-07,access-02;access-07,1.0,1.0,1.0,1.0,2,2,1.0,1.0
independent-01,independent,access-02;access-07,0.0,0,7,2,access-02;access-07,access-02;access-07,1.0,1.0,1.0,1.0,2,2,1.0,1.0
independent-01,independent,access-02;access-07,0.0,0,8,2,access-02;access-07,access-02;access-07,1.0,1.0,1.0,1.0,2,2,1.0,1.0
independent-01,independent,access-02;access-07,0.0,0,9,2,access-02;access-07,access-02;access-07,1.0,1.0,1.0,1.0,2,2,1.0,1.0
independent-01,independent,access-02;access-07,0.0,0,10,2,access-02;access-07,access-02;access-07,1.0,1.0,1.0,1.0,2,2,1.0,1.0
independent-01,independent,access-02;access-07,0.0,0,11,2,access-02;access-07,access-02;access-07,1.0,1.0,1.0,1.0,2,2,1.0,1.0
independent-01,independent,access-02;access-07,0.0,0,12,2,access-02;access-07,access-02;access-07,1.0,1.0,1.0,1.0,2,2,1.0,1.0
independent-01,independent,access-02;access-07,0.0,0,13,2,access-02;access-07,access-02;access-07,1.0,1.0,1.0,1.0,2,2,1.0,1.0
independent-01,independent,access-02;access-07,0.0,0,14,2,access-02;access-07,access-02;access-07,1.0,1.0,1.0,1.0,2,2,1.0,1.0
independent-01,independent,access-02;access-07,0.0,0,15,2,access-02;access-07,access-02;access-07,1.0,1.0,1.0,1.0,2,2,1.0,1.0
independent-01,independent,access-02;access-07,0.0,0,16,2,access-02;access-07,access-02;access-07,1.0,1.0,1.0,1.0,2,2,1.0,1.0
independent-01,independent,access-02;access-07,0.0,0,17,2,access-02;access-07,access-02;access-07,1.0,1.0,1.0,1.0,2,2,1.0,1.0
independent-01,independent,access-02;access-07,0.0,0,18,2,access-02;access-07,access-02;access-07,1.0,1.0,1.0,1.0,2,2,1.0,1.0
independent-01,independent,access-02;access-07,0.0,0,19,2,access-02;access-07,access-02;access-07,1.0,1.0,1.0,1.0,2,2,1.0,1.0
independent-01,independent,access-02;access-07,0.0,2,0,4,access-01;access-02,aggregation-01;core-02,0.5,0.0,0.0,0.0,2,9,1.0,0.2222222222222222
independent-01,independent,access-02;access-07,0.0,2,1,4,access-02;access-07,access-07;access-02,1.0,1.0,1.0,1.0,2,2,1.0,1.0
independent-01,independent,access-02;access-07,0.0,2,2,4,access-02;access-07,access-02;access-07,1.0,1.0,1.0,1.0,2,2,1.0,1.0
independent-01,independent,access-02;access-07,0.0,2,3,4,access-02;access-07,access-02;access-07,1.0,1.0,1.0,1.0,2,2,1.0,1.0
independent-01,independent,access-02;access-07,0.0,2,4,4,access-02;access-07,access-02;access-07,1.0,1.0,1.0,1.0,2,2,1.0,1.0
independent-01,independent,access-02;access-07,0.0,2,5,4,access-02;access-07,access-02;access-07,1.0,1.0,1.0,1.0,2,2,1.0,1.0
independent-01,independent,access-02;access-07,0.0,2,6,4,access-02;access-07,core-02;access-02,1.0,0.5,1.0,0.0,2,7,1.0,0.2857142857142857
independent-01,independent,access-02;access-07,0.0,2,7,4,aggregation-03;access-01,aggregation-03;access-02,0.0,0.5,0.0,0.0,2,4,1.0,0.5
independent-01,independent,access-02;access-07,0.0,2,8,4,core-02;aggregation-03,core-02;access-02,0.0,0.5,0.0,0.0,2,7,1.0,0.2857142857142857
independent-01,independent,access-02;access-07,0.0,2,9,4,access-02;access-07,access-02;access-07,1.0,1.0,1.0,1.0,2,2,1.0,1.0
independent-01,independent,access-02;access-07,0.0,2,10,4,access-02;access-07,access-02;access-07,1.0,1.0,1.0,1.0,2,2,1.0,1.0
independent-01,independent,access-02;access-07,0.0,2,11,4,access-02;access-07,core-01;access-07,1.0,0.5,1.0,0.0,2,7,1.0,0.2857142857142857
independent-01,independent,access-02;access-07,0.0,2,12,4,access-02;access-06,access-02;access-06,0.5,0.5,0.0,0.0,2,2,0.5,0.3333333333333333
independent-01,independent,access-02;access-07,0.0,2,13,4,aggregation-01;access-02,aggregation-01;access-07,0.5,0.5,0.0,0.0,2,4,1.0,0.5
independent-01,independent,access-02;access-07,0.0,2,14,4,access-02;access-07,access-02;access-07,1.0,1.0,1.0,1.0,2,2,1.0,1.0
independent-01,independent,access-02;access-07,0.0,2,15,4,access-02;access-04,core-01;access-07,0.5,0.5,0.0,0.0,2,7,1.0,0.2857142857142857
independent-01,independent,access-02;access-07,0.0,2,16,4,access-02;access-05,access-02;access-05,0.5,0.5,0.0,0.0,2,2,0.5,0.3333333333333333
independent-01,independent,access-02;access-07,0.0,2,17,4,access-02;access-06,access-06;access-02,0.5,0.5,0.0,0.0,2,2,0.5,0.3333333333333333
independent-01,independent,access-02;access-07,0.0,2,18,4,access-02;access-03,aggregation-03;access-02,0.5,0.5,0.0,0.0,2,4,1.0,0.5
independent-01,independent,access-02;access-07,0.0,2,19,4,access-02;access-05,access-05;access-02,0.5,0.5,0.0,0.0,2,2,0.5,0.3333333333333333
independent-01,independent,access-02;access-07,0.0,4,0,6,access-02;access-07,core-03;access-02,1.0,0.5,1.0,0.0,2,7,0.5,0.125
independent-01,independent,access-02;access-07,0.0,4,1,6,access-02;access-07,access-07;access-02,1.0,1.0,1.0,1.0,2,2,1.0,1.0
independent-01,independent,access-02;access-07,0.0,4,2,6,access-02;access-07,aggregation-03;access-02,1.0,0.5,1.0,0.0,2,4,1.0,0.5
independent-01,independent,access-02;access-07,0.0,4,3,6,access-02;access-06,access-02;access-07,0.5,1.0,0.0,1.0,2,2,1.0,1.0
independent-01,independent,access-02;access-07,0.0,4,4,6,access-02;access-05,core-01;access-07,0.5,0.5,0.0,0.0,2,7,1.0,0.2857142857142857
independent-01,independent,access-02;access-07,0.0,4,5,6,access-02;access-07,access-02;core-02,1.0,0.5,1.0,0.0,2,7,1.0,0.2857142857142857
independent-01,independent,access-02;access-07,0.0,4,6,6,core-01;access-02,core-01;access-02,0.5,0.5,0.0,0.0,2,6,0.5,0.14285714285714285
independent-01,independent,access-02;access-07,0.0,4,7,6,access-02;access-07,access-02;access-07,1.0,1.0,1.0,1.0,2,2,1.0,1.0
independent-01,independent,access-02;access-07,0.0,4,8,6,access-02;access-05,access-05;access-02,0.5,0.5,0.0,0.0,2,2,0.5,0.3333333333333333
independent-01,independent,access-02;access-07,0.0,4,9,6,access-02;access-05,access-02;access-05,0.5,0.5,0.0,0.0,2,2,0.5,0.3333333333333333
independent-01,independent,access-02;access-07,0.0,4,10,6,access-02;access-07,access-02;access-07,1.0,1.0,1.0,1.0,2,2,1.0,1.0
independent-01,independent,access-02;access-07,0.0,4,11,6,access-01;access-02,access-01;access-02,0.5,0.5,0.0,0.0,2,2,0.5,0.3333333333333333
independent-01,independent,access-02;access-07,0.0,4,12,6,aggregation-03;core-02,aggregation-03;access-02,0.0,0.5,0.0,0.0,2,4,1.0,0.5
independent-01,independent,access-02;access-07,0.0,4,13,6,core-02;access-02,core-02;core-01,0.5,0.0,0.0,0.0,2,12,1.0,0.16666666666666666
independent-01,independent,access-02;access-07,0.0,4,14,6,aggregation-04;core-02,aggregation-04;core-02,0.0,0.0,0.0,0.0,2,6,0.5,0.14285714285714285
independent-01,independent,access-02;access-07,0.0,4,15,6,aggregation-02;core-01,aggregation-02;access-07,0.0,0.5,0.0,0.0,2,4,0.5,0.2
independent-01,independent,access-02;access-07,0.0,4,16,6,core-02;access-02,core-02;access-02,0.5,0.5,0.0,0.0,2,7,1.0,0.2857142857142857
independent-01,independent,access-02;access-07,0.0,4,17,6,access-02;access-03,access-03;access-02,0.5,0.5,0.0,0.0,2,2,0.5,0.3333333333333333
independent-01,independent,access-02;access-07,0.0,4,18,6,core-02;access-02,core-02;access-02,0.5,0.5,0.0,0.0,2,7,1.0,0.2857142857142857
independent-01,independent,access-02;access-07,0.0,4,19,6,core-01;aggregation-01,core-01;aggregation-01,0.0,0.0,0.0,0.0,2,6,0.5,0.14285714285714285
independent-01,independent,access-02;access-07,0.2,0,0,2,access-02;access-07,access-02;access-07,1.0,1.0,1.0,1.0,2,2,1.0,1.0
independent-01,independent,access-02;access-07,0.2,0,1,2,access-02;access-07,access-02;access-07,1.0,1.0,1.0,1.0,2,2,1.0,1.0
independent-01,independent,access-02;access-07,0.2,0,2,2,access-02;access-07,access-02;access-07,1.0,1.0,1.0,1.0,2,2,1.0,1.0
independent-01,independent,access-02;access-07,0.2,0,3,1,access-02;aggregation-01,access-02;aggregation-01,0.5,0.5,0.0,0.0,2,3,0.5,0.25
independent-01,independent,access-02;access-07,0.2,0,4,1,access-02;aggregation-01,access-02;aggregation-01,0.5,0.5,0.0,0.0,2,3,0.5,0.25
independent-01,independent,access-02;access-07,0.2,0,5,2,access-02;access-07,access-02;access-07,1.0,1.0,1.0,1.0,2,2,1.0,1.0
independent-01,independent,access-02;access-07,0.2,0,6,1,access-02;aggregation-01,access-02;aggregation-01,0.5,0.5,0.0,0.0,2,3,0.5,0.25
independent-01,independent,access-02;access-07,0.2,0,7,2,access-02;access-07,access-02;access-07,1.0,1.0,1.0,1.0,2,2,1.0,1.0
independent-01,independent,access-02;access-07,0.2,0,8,2,access-02;access-07,access-02;access-07,1.0,1.0,1.0,1.0,2,2,1.0,1.0
independent-01,independent,access-02;access-07,0.2,0,9,2,access-02;access-07,access-02;access-07,1.0,1.0,1.0,1.0,2,2,1.0,1.0
independent-01,independent,access-02;access-07,0.2,0,10,2,access-02;access-07,access-02;access-07,1.0,1.0,1.0,1.0,2,2,1.0,1.0
independent-01,independent,access-02;access-07,0.2,0,11,1,access-07;aggregation-03,access-07;aggregation-03,0.5,0.5,0.0,0.0,2,3,0.5,0.25
independent-01,independent,access-02;access-07,0.2,0,12,2,access-02;access-07,access-02;access-07,1.0,1.0,1.0,1.0,2,2,1.0,1.0
independent-01,independent,access-02;access-07,0.2,0,13,2,access-02;access-07,access-02;access-07,1.0,1.0,1.0,1.0,2,2,1.0,1.0
independent-01,independent,access-02;access-07,0.2,0,14,1,access-02;aggregation-01,access-02;aggregation-01,0.5,0.5,0.0,0.0,2,3,0.5,0.25
independent-01,independent,access-02;access-07,0.2,0,15,1,access-02;aggregation-01,access-02;aggregation-01,0.5,0.5,0.0,0.0,2,3,0.5,0.25
independent-01,independent,access-02;access-07,0.2,0,16,2,access-02;access-07,access-02;access-07,1.0,1.0,1.0,1.0,2,2,1.0,1.0
independent-01,independent,access-02;access-07,0.2,0,17,2,access-02;access-07,access-02;access-07,1.0,1.0,1.0,1.0,2,2,1.0,1.0
independent-01,independent,access-02;access-07,0.2,0,18,2,access-02;access-07,access-02;access-07,1.0,1.0,1.0,1.0,2,2,1.0,1.0
independent-01,independent,access-02;access-07,0.2,0,19,1,access-02;aggregation-01,access-02;aggregation-01,0.5,0.5,0.0,0.0,2,3,0.5,0.25
independent-01,independent,access-02;access-07,0.2,2,0,4,access-02;access-07,access-02;access-07,1.0,1.0,1.0,1.0,2,2,1.0,1.0
independent-01,independent,access-02;access-07,0.2,2,1,3,access-07;access-13,core-03;access-07,0.5,0.5,0.0,0.0,2,7,0.5,0.125
independent-01,independent,access-02;access-07,0.2,2,2,4,access-02;access-07,core-02;access-02,1.0,0.5,1.0,0.0,2,7,1.0,0.2857142857142857
independent-01,independent,access-02;access-07,0.2,2,3,4,access-02;access-05,access-05;access-02,0.5,0.5,0.0,0.0,2,2,0.5,0.3333333333333333
independent-01,independent,access-02;access-07,0.2,2,4,4,access-02;access-07,access-07;access-02,1.0,1.0,1.0,1.0,2,2,1.0,1.0
independent-01,independent,access-02;access-07,0.2,2,5,4,access-02;access-07,access-02;access-07,1.0,1.0,1.0,1.0,2,2,1.0,1.0
independent-01,independent,access-02;access-07,0.2,2,6,4,core-01;access-01,core-01;access-07,0.0,0.5,0.0,0.0,2,7,1.0,0.2857142857142857
independent-01,independent,access-02;access-07,0.2,2,7,3,access-01;access-07,access-01;access-07,0.5,0.5,0.0,0.0,2,2,0.5,0.3333333333333333
independent-01,independent,access-02;access-07,0.2,2,8,3,access-07;access-10,access-07;access-10,0.5,0.5,0.0,0.0,2,2,0.5,0.3333333333333333
independent-01,independent,access-02;access-07,0.2,2,9,4,core-01;access-02,core-01;access-07,0.5,0.5,0.0,0.0,2,7,1.0,0.2857142857142857
independent-01,independent,access-02;access-07,0.2,2,10,4,access-02;access-05,access-05;access-02,0.5,0.5,0.0,0.0,2,2,0.5,0.3333333333333333
independent-01,independent,access-02;access-07,0.2,2,11,4,access-02;access-04,access-02;access-04,0.5,0.5,0.0,0.0,2,2,0.5,0.3333333333333333
independent-01,independent,access-02;access-07,0.2,2,12,2,access-04;aggregation-06,access-04;aggregation-06,0.0,0.0,0.0,0.0,2,4,0.0,0.0
independent-01,independent,access-02;access-07,0.2,2,13,4,access-02;access-07,access-07;access-02,1.0,1.0,1.0,1.0,2,2,1.0,1.0
independent-01,independent,access-02;access-07,0.2,2,14,4,access-02;access-07,access-02;access-07,1.0,1.0,1.0,1.0,2,2,1.0,1.0
independent-01,independent,access-02;access-07,0.2,2,15,3,aggregation-03;core-02,aggregation-03;core-02,0.0,0.0,0.0,0.0,2,6,0.5,0.14285714285714285
independent-01,independent,access-02;access-07,0.2,2,16,3,access-01;access-02,access-02;access-01,0.5,0.5,0.0,0.0,2,2,0.5,0.3333333333333333
independent-01,independent,access-02;access-07,0.2,2,17,3,access-02;core-02,core-02;access-02,0.5,0.5,0.0,0.0,2,7,1.0,0.2857142857142857
independent-01,independent,access-02;access-07,0.2,2,18,4,access-02;access-07,access-02;access-07,1.0,1.0,1.0,1.0,2,2,1.0,1.0
independent-01,independent,access-02;access-07,0.2,2,19,2,access-13;aggregation-01,access-13;aggregation-01,0.0,0.0,0.0,0.0,2,4,0.5,0.2
independent-01,independent,access-02;access-07,0.2,4,0,6,access-02;access-07,aggregation-06;access-02,1.0,0.5,1.0,0.0,2,4,0.5,0.2
independent-01,independent,access-02;access-07,0.2,4,1,6,access-02;access-04,access-04;access-02,0.5,0.5,0.0,0.0,2,2,0.5,0.3333333333333333
independent-01,independent,access-02;access-07,0.2,4,2,6,access-02;access-07,access-02;access-07,1.0,1.0,1.0,1.0,2,2,1.0,1.0
independent-01,independent,access-02;access-07,0.2,4,3,5,access-02;access-08,core-03;access-02,0.5,0.5,0.0,0.0,2,7,0.5,0.125
independent-01,independent,access-02;access-07,0.2,4,4,5,access-07;access-12,access-14;core-02,0.5,0.0,0.0,0.0,2,7,0.5,0.125
independent-01,independent,access-02;access-07,0.2,4,5,6,access-02;access-07,access-02;access-07,1.0,1.0,1.0,1.0,2,2,1.0,1.0
independent-01,independent,access-02;access-07,0.2,4,6,5,access-02;access-17,access-02;core-03,0.5,0.5,0.0,0.0,2,7,0.5,0.125
independent-01,independent,access-02;access-07,0.2,4,7,5,aggregation-05;access-02,aggregation-05;access-14,0.5,0.0,0.0,0.0,2,3,0.0,0.0
independent-01,independent,access-02;access-07,0.2,4,8,5,access-07;access-08,access-08;access-07,0.5,0.5,0.0,0.0,2,2,0.5,0.3333333333333333
independent-01,independent,access-02;access-07,0.2,4,9,6,access-02;access-04,aggregation-03;access-02,0.5,0.5,0.0,0.0,2,4,1.0,0.5
independent-01,independent,access-02;access-07,0.2,4,10,6,access-02;access-07,access-02;access-07,1.0,1.0,1.0,1.0,2,2,1.0,1.0
independent-01,independent,access-02;access-07,0.2,4,11,6,aggregation-04;aggregation-01,aggregation-01;core-02,0.0,0.0,0.0,0.0,2,9,1.0,0.2222222222222222
independent-01,independent,access-02;access-07,0.2,4,12,6,access-02;access-07,access-02;access-07,1.0,1.0,1.0,1.0,2,2,1.0,1.0
independent-01,independent,access-02;access-07,0.2,4,13,4,access-03;access-08,access-03;access-08,0.0,0.0,0.0,0.0,2,2,0.0,0.0
independent-01,independent,access-02;access-07,0.2,4,14,5,aggregation-01;core-01,core-01;access-03,0.0,0.0,0.0,0.0,2,6,0.5,0.14285714285714285
independent-01,independent,access-02;access-07,0.2,4,15,6,aggregation-03;access-02,core-02;access-02,0.5,0.5,0.0,0.0,2,7,1.0,0.2857142857142857
independent-01,independent,access-02;access-07,0.2,4,16,5,access-01;access-07,core-01;core-02,0.5,0.0,0.0,0.0,2,12,1.0,0.16666666666666666
independent-01,independent,access-02;access-07,0.2,4,17,6,aggregation-03;access-02,aggregation-03;access-02,0.5,0.5,0.0,0.0,2,4,1.0,0.5
independent-01,independent,access-02;access-07,0.2,4,18,5,access-01;access-02,access-02;access-01,0.5,0.5,0.0,0.0,2,2,0.5,0.3333333333333333
independent-01,independent,access-02;access-07,0.2,4,19,4,access-05;access-10,access-05;access-18,0.0,0.0,0.0,0.0,2,2,0.0,0.0
independent-01,independent,access-02;access-07,0.4,0,0,1,access-02;aggregation-01,access-02;aggregation-01,0.5,0.5,0.0,0.0,2,3,0.5,0.25
independent-01,independent,access-02;access-07,0.4,0,1,2,access-02;access-07,access-02;access-07,1.0,1.0,1.0,1.0,2,2,1.0,1.0
independent-01,independent,access-02;access-07,0.4,0,2,2,access-02;access-07,access-02;access-07,1.0,1.0,1.0,1.0,2,2,1.0,1.0
independent-01,independent,access-02;access-07,0.4,0,3,1,access-02;aggregation-01,access-02;aggregation-01,0.5,0.5,0.0,0.0,2,3,0.5,0.25
independent-01,independent,access-02;access-07,0.4,0,4,2,access-02;access-07,access-02;access-07,1.0,1.0,1.0,1.0,2,2,1.0,1.0
independent-01,independent,access-02;access-07,0.4,0,5,2,access-02;access-07,access-02;access-07,1.0,1.0,1.0,1.0,2,2,1.0,1.0
independent-01,independent,access-02;access-07,0.4,0,6,2,access-02;access-07,access-02;access-07,1.0,1.0,1.0,1.0,2,2,1.0,1.0
independent-01,independent,access-02;access-07,0.4,0,7,1,access-07;aggregation-03,access-07;aggregation-03,0.5,0.5,0.0,0.0,2,3,0.5,0.25
independent-01,independent,access-02;access-07,0.4,0,8,2,access-02;access-07,access-02;access-07,1.0,1.0,1.0,1.0,2,2,1.0,1.0
independent-01,independent,access-02;access-07,0.4,0,9,2,access-02;access-07,access-02;access-07,1.0,1.0,1.0,1.0,2,2,1.0,1.0
independent-01,independent,access-02;access-07,0.4,0,10,0,access-01;access-02,access-01;access-02,0.5,0.5,0.0,0.0,2,2,0.5,0.3333333333333333
independent-01,independent,access-02;access-07,0.4,0,11,2,access-02;access-07,access-02;access-07,1.0,1.0,1.0,1.0,2,2,1.0,1.0
independent-01,independent,access-02;access-07,0.4,0,12,2,access-02;access-07,access-02;access-07,1.0,1.0,1.0,1.0,2,2,1.0,1.0
independent-01,independent,access-02;access-07,0.4,0,13,1,access-02;aggregation-01,access-02;aggregation-01,0.5,0.5,0.0,0.0,2,3,0.5,0.25
independent-01,independent,access-02;access-07,0.4,0,14,2,access-02;access-07,access-02;access-07,1.0,1.0,1.0,1.0,2,2,1.0,1.0
independent-01,independent,access-02;access-07,0.4,0,15,2,access-02;access-07,access-02;access-07,1.0,1.0,1.0,1.0,2,2,1.0,1.0
independent-01,independent,access-02;access-07,0.4,0,16,1,access-07;aggregation-03,access-07;aggregation-03,0.5,0.5,0.0,0.0,2,3,0.5,0.25
independent-01,independent,access-02;access-07,0.4,0,17,0,access-01;access-02,access-01;access-02,0.5,0.5,0.0,0.0,2,2,0.5,0.3333333333333333
independent-01,independent,access-02;access-07,0.4,0,18,0,access-01;access-02,access-01;access-02,0.5,0.5,0.0,0.0,2,2,0.5,0.3333333333333333
independent-01,independent,access-02;access-07,0.4,0,19,2,access-02;access-07,access-02;access-07,1.0,1.0,1.0,1.0,2,2,1.0,1.0
independent-01,independent,access-02;access-07,0.4,2,0,4,access-02;access-07,access-02;access-07,1.0,1.0,1.0,1.0,2,2,1.0,1.0
independent-01,independent,access-02;access-07,0.4,2,1,4,access-02;access-07,access-07;access-02,1.0,1.0,1.0,1.0,2,2,1.0,1.0
independent-01,independent,access-02;access-07,0.4,2,2,3,access-02;access-09,access-02;aggregation-01,0.5,0.5,0.0,0.0,2,3,0.5,0.25
independent-01,independent,access-02;access-07,0.4,2,3,4,access-02;access-07,aggregation-03;access-02,1.0,0.5,1.0,0.0,2,4,1.0,0.5
independent-01,independent,access-02;access-07,0.4,2,4,2,access-01;access-17,access-01;access-17,0.0,0.0,0.0,0.0,2,2,0.0,0.0
independent-01,independent,access-02;access-07,0.4,2,5,3,access-06;access-07,core-02;access-06,0.5,0.0,0.0,0.0,2,7,0.5,0.125
independent-01,independent,access-02;access-07,0.4,2,6,3,access-02;access-14,aggregation-05;access-02,0.5,0.5,0.0,0.0,2,4,0.5,0.2
independent-01,independent,access-02;access-07,0.4,2,7,4,access-02;access-07,access-02;access-07,1.0,1.0,1.0,1.0,2,2,1.0,1.0
independent-01,independent,access-02;access-07,0.4,2,8,3,core-02;aggregation-04,core-02;aggregation-04,0.0,0.0,0.0,0.0,2,6,0.5,0.14285714285714285
independent-01,independent,access-02;access-07,0.4,2,9,3,access-02;access-10,access-02;access-10,0.5,0.5,0.0,0.0,2,2,0.5,0.3333333333333333
independent-01,independent,access-02;access-07,0.4,2,10,3,aggregation-02;access-04,aggregation-02;access-04,0.0,0.0,0.0,0.0,2,3,0.0,0.0
independent-01,independent,access-02;access-07,0.4,2,11,3,core-01;access-02,core-01;access-02,0.5,0.5,0.0,0.0,2,6,0.5,0.14285714285714285
independent-01,independent,access-02;access-07,0.4,2,12,4,access-02;access-07,access-02;access-07,1.0,1.0,1.0,1.0,2,2,1.0,1.0
independent-01,independent,access-02;access-07,0.4,2,13,3,access-02;access-03,access-03;access-02,0.5,0.5,0.0,0.0,2,2,0.5,0.3333333333333333
independent-01,independent,access-02;access-07,0.4,2,14,2,access-05;access-13,access-05;access-13,0.0,0.0,0.0,0.0,2,2,0.0,0.0
independent-01,independent,access-02;access-07,0.4,2,15,2,core-03;access-13,core-03;access-13,0.0,0.0,0.0,0.0,2,6,0.0,0.0
independent-01,independent,access-02;access-07,0.4,2,16,3,core-02;aggregation-03,core-02;aggregation-03,0.0,0.0,0.0,0.0,2,6,0.5,0.14285714285714285
independent-01,independent,access-02;access-07,0.4,2,17,3,access-02;access-17,core-01;access-17,0.5,0.0,0.0,0.0,2,7,0.5,0.125
independent-01,independent,access-02;access-07,0.4,2,18,4,aggregation-04;access-02,aggregation-04;access-07,0.5,0.5,0.0,0.0,2,4,0.5,0.2
independent-01,independent,access-02;access-07,0.4,2,19,4,access-02;access-06,access-02;access-06,0.5,0.5,0.0,0.0,2,2,0.5,0.3333333333333333
independent-01,independent,access-02;access-07,0.4,4,0,4,core-02;access-03,access-03;aggregation-03,0.0,0.0,0.0,0.0,2,4,0.5,0.2
independent-01,independent,access-02;access-07,0.4,4,1,5,core-01;access-01,core-01;access-15,0.0,0.0,0.0,0.0,2,7,0.5,0.125
independent-01,independent,access-02;access-07,0.4,4,2,5,access-05;access-07,access-05;access-09,0.5,0.0,0.0,0.0,2,2,0.0,0.0
independent-01,independent,access-02;access-07,0.4,4,3,5,core-03;access-02,core-03;access-02,0.5,0.5,0.0,0.0,2,7,0.5,0.125
independent-01,independent,access-02;access-07,0.4,4,4,6,access-02;access-05,access-02;access-05,0.5,0.5,0.0,0.0,2,2,0.5,0.3333333333333333
independent-01,independent,access-02;access-07,0.4,4,5,5,aggregation-02;access-05,aggregation-02;access-07,0.0,0.5,0.0,0.0,2,4,0.5,0.2
independent-01,independent,access-02;access-07,0.4,4,6,5,core-01;access-02,access-04;core-01,0.5,0.0,0.0,0.0,2,6,0.5,0.14285714285714285
independent-01,independent,access-02;access-07,0.4,4,7,5,aggregation-03;access-07,access-07;aggregation-03,0.5,0.5,0.0,0.0,2,3,0.5,0.25
independent-01,independent,access-02;access-07,0.4,4,8,5,access-01;access-05,access-07;core-01,0.0,0.5,0.0,0.0,2,7,1.0,0.2857142857142857
independent-01,independent,access-02;access-07,0.4,4,9,5,access-02;access-17,access-02;aggregation-01,0.5,0.5,0.0,0.0,2,3,0.5,0.25
independent-01,independent,access-02;access-07,0.4,4,10,5,aggregation-06;access-02,aggregation-06;access-14,0.5,0.0,0.0,0.0,2,4,0.0,0.0
independent-01,independent,access-02;access-07,0.4,4,11,5,core-03;access-02,core-03;access-12,0.5,0.0,0.0,0.0,2,7,0.0,0.0
independent-01,independent,access-02;access-07,0.4,4,12,4,access-06;access-10,access-06;access-10,0.0,0.0,0.0,0.0,2,2,0.0,0.0
independent-01,independent,access-02;access-07,0.4,4,13,5,access-02;access-03,core-03;access-02,0.5,0.5,0.0,0.0,2,7,0.5,0.125
independent-01,independent,access-02;access-07,0.4,4,14,5,access-02;access-08,access-02;aggregation-04,0.5,0.5,0.0,0.0,2,4,0.5,0.2
independent-01,independent,access-02;access-07,0.4,4,15,4,access-05;access-08,core-02;access-05,0.0,0.0,0.0,0.0,2,7,0.5,0.125
independent-01,independent,access-02;access-07,0.4,4,16,6,access-02;access-06,access-07;core-01,0.5,0.5,0.0,0.0,2,7,1.0,0.2857142857142857
independent-01,independent,access-02;access-07,0.4,4,17,6,access-01;access-02,access-01;access-07,0.5,0.5,0.0,0.0,2,2,0.5,0.3333333333333333
independent-01,independent,access-02;access-07,0.4,4,18,6,access-02;access-07,access-07;access-02,1.0,1.0,1.0,1.0,2,2,1.0,1.0
independent-01,independent,access-02;access-07,0.4,4,19,5,core-03;access-07,core-03;access-07,0.5,0.5,0.0,0.0,2,7,0.5,0.125
independent-02,independent,access-02;aggregation-03,0.0,0,0,5,aggregation-03;core-02,aggregation-03;access-02,0.5,1.0,0.0,1.0,4,4,1.0,1.0
independent-02,independent,access-02;aggregation-03,0.0,0,1,5,aggregation-03;core-02,aggregation-03;access-02,0.5,1.0,0.0,1.0,4,4,1.0,1.0
independent-02,independent,access-02;aggregation-03,0.0,0,2,5,aggregation-03;core-02,aggregation-03;access-02,0.5,1.0,0.0,1.0,4,4,1.0,1.0
independent-02,independent,access-02;aggregation-03,0.0,0,3,5,aggregation-03;core-02,aggregation-03;access-02,0.5,1.0,0.0,1.0,4,4,1.0,1.0
independent-02,independent,access-02;aggregation-03,0.0,0,4,5,aggregation-03;core-02,aggregation-03;access-02,0.5,1.0,0.0,1.0,4,4,1.0,1.0
independent-02,independent,access-02;aggregation-03,0.0,0,5,5,aggregation-03;core-02,aggregation-03;access-02,0.5,1.0,0.0,1.0,4,4,1.0,1.0
independent-02,independent,access-02;aggregation-03,0.0,0,6,5,aggregation-03;core-02,aggregation-03;access-02,0.5,1.0,0.0,1.0,4,4,1.0,1.0
independent-02,independent,access-02;aggregation-03,0.0,0,7,5,aggregation-03;core-02,aggregation-03;access-02,0.5,1.0,0.0,1.0,4,4,1.0,1.0
independent-02,independent,access-02;aggregation-03,0.0,0,8,5,aggregation-03;core-02,aggregation-03;access-02,0.5,1.0,0.0,1.0,4,4,1.0,1.0
